# Renewables.ninja Wind power (Point API) - 55.680, 12.570 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.68"""," ""lon"": ""12.57"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""100"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity_kW,electricity_MW,capacity_factor,,,,,,,,,
19/05/2019 01.00,19/05/2019 03.00,267432.355,267.432355,0.53486471,,,,,,,,,
19/05/2019 02.00,19/05/2019 04.00,278219.565,278.219565,0.55643913,,,,,,,,,
19/05/2019 03.00,19/05/2019 05.00,272390.694,272.390694,0.544781388,,,,,,,,,
19/05/2019 04.00,19/05/2019 06.00,224001.249,224.001249,0.448002498,,,,,,,,,
19/05/2019 05.00,19/05/2019 07.00,183461.767,183.461767,0.366923534,,,,,,,,,
19/05/2019 06.00,19/05/2019 08.00,189467.951,189.467951,0.378935902,,,,,,,,,
19/05/2019 07.00,19/05/2019 09.00,242110.237,242.110237,0.484220474,,,,,,,,,
19/05/2019 08.00,19/05/2019 10.00,263170.703,263.170703,0.526341406,,,,,,,,,
19/05/2019 09.00,19/05/2019 11.00,262132.44,262.13244,0.52426488,,,,,,,,,
19/05/2019 10.00,19/05/2019 12.00,250589.481,250.589481,0.501178962,,,,,,,,,
19/05/2019 11.00,19/05/2019 13.00,233314.157,233.314157,0.466628314,,,,,,,,,
19/05/2019 12.00,19/05/2019 14.00,217431.725,217.431725,0.43486345,,,,,,,,,
19/05/2019 13.00,19/05/2019 15.00,210990.849,210.990849,0.421981698,,,,,,,,,
19/05/2019 14.00,19/05/2019 16.00,208100.256,208.100256,0.416200512,,,,,,,,,
19/05/2019 15.00,19/05/2019 17.00,209517.335,209.517335,0.41903467,,,,,,,,,
19/05/2019 16.00,19/05/2019 18.00,203779,203.779,0.407558,,,,,,,,,
19/05/2019 17.00,19/05/2019 19.00,184130.317,184.130317,0.368260634,,,,,,,,,
19/05/2019 18.00,19/05/2019 20.00,183744.32,183.74432,0.36748864,,,,,,,,,
19/05/2019 19.00,19/05/2019 21.00,208262.402,208.262402,0.416524804,,,,,,,,,
19/05/2019 20.00,19/05/2019 22.00,213308.392,213.308392,0.426616784,,,,,,,,,
19/05/2019 21.00,19/05/2019 23.00,185231.79,185.23179,0.37046358,,,,,,,,,
19/05/2019 22.00,20/05/2019 00.00,161112.436,161.112436,0.322224872,,,,,,,,,
19/05/2019 23.00,20/05/2019 01.00,137187.705,137.187705,0.27437541,,,,,,,,,
20/05/2019 00.00,20/05/2019 02.00,114398.918,114.398918,0.228797836,,,,,,,,,
20/05/2019 01.00,20/05/2019 03.00,97547.283,97.547283,0.195094566,,,,,,,,,
20/05/2019 02.00,20/05/2019 04.00,85925.285,85.925285,0.17185057,,,,,,,,,
20/05/2019 03.00,20/05/2019 05.00,74131.092,74.131092,0.148262184,,,,,,,,,
20/05/2019 04.00,20/05/2019 06.00,49001.187,49.001187,0.098002374,,,,,,,,,
20/05/2019 05.00,20/05/2019 07.00,28442.975,28.442975,0.05688595,,,,,,,,,
20/05/2019 06.00,20/05/2019 08.00,27023.9,27.0239,0.0540478,,,,,,,,,
20/05/2019 07.00,20/05/2019 09.00,30538.688,30.538688,0.061077376,,,,,,,,,
20/05/2019 08.00,20/05/2019 10.00,28403.212,28.403212,0.056806424,,,,,,,,,
20/05/2019 09.00,20/05/2019 11.00,24841.865,24.841865,0.04968373,,,,,,,,,
20/05/2019 10.00,20/05/2019 12.00,21854.562,21.854562,0.043709124,,,,,,,,,
20/05/2019 11.00,20/05/2019 13.00,20572.114,20.572114,0.041144228,,,,,,,,,
20/05/2019 12.00,20/05/2019 14.00,22137.738,22.137738,0.044275476,,,,,,,,,
20/05/2019 13.00,20/05/2019 15.00,28902.494,28.902494,0.057804988,,,,,,,,,
20/05/2019 14.00,20/05/2019 16.00,41202.546,41.202546,0.082405092,,,,,,,,,
20/05/2019 15.00,20/05/2019 17.00,54606.174,54.606174,0.109212348,,,,,,,,,
20/05/2019 16.00,20/05/2019 18.00,65090.441,65.090441,0.130180882,,,,,,,,,
20/05/2019 17.00,20/05/2019 19.00,82546.807,82.546807,0.165093614,,,,,,,,,
20/05/2019 18.00,20/05/2019 20.00,114032.379,114.032379,0.228064758,,,,,,,,,
20/05/2019 19.00,20/05/2019 21.00,151216.96,151.21696,0.30243392,,,,,,,,,
20/05/2019 20.00,20/05/2019 22.00,186891.797,186.891797,0.373783594,,,,,,,,,
20/05/2019 21.00,20/05/2019 23.00,225390.756,225.390756,0.450781512,,,,,,,,,
20/05/2019 22.00,21/05/2019 00.00,253435.85,253.43585,0.5068717,,,,,,,,,
20/05/2019 23.00,21/05/2019 01.00,260679.812,260.679812,0.521359624,,,,,,,,,
21/05/2019 00.00,21/05/2019 02.00,255385.377,255.385377,0.510770754,,,,,,,,,
21/05/2019 01.00,21/05/2019 03.00,237970.424,237.970424,0.475940848,,,,,,,,,
21/05/2019 02.00,21/05/2019 04.00,216284.89,216.28489,0.43256978,,,,,,,,,
21/05/2019 03.00,21/05/2019 05.00,188124.278,188.124278,0.376248556,,,,,,,,,
21/05/2019 04.00,21/05/2019 06.00,134832.688,134.832688,0.269665376,,,,,,,,,
21/05/2019 05.00,21/05/2019 07.00,85245.644,85.245644,0.170491288,,,,,,,,,
21/05/2019 06.00,21/05/2019 08.00,65555.576,65.555576,0.131111152,,,,,,,,,
21/05/2019 07.00,21/05/2019 09.00,61687.943,61.687943,0.123375886,,,,,,,,,
21/05/2019 08.00,21/05/2019 10.00,51629.252,51.629252,0.103258504,,,,,,,,,
21/05/2019 09.00,21/05/2019 11.00,35120.013,35.120013,0.070240026,,,,,,,,,
21/05/2019 10.00,21/05/2019 12.00,27288.535,27.288535,0.05457707,,,,,,,,,
21/05/2019 11.00,21/05/2019 13.00,23468.35,23.46835,0.0469367,,,,,,,,,
21/05/2019 12.00,21/05/2019 14.00,19195.484,19.195484,0.038390968,,,,,,,,,
21/05/2019 13.00,21/05/2019 15.00,16124.339,16.124339,0.032248678,,,,,,,,,
21/05/2019 14.00,21/05/2019 16.00,17657.982,17.657982,0.035315964,,,,,,,,,
21/05/2019 15.00,21/05/2019 17.00,23987.25,23.98725,0.0479745,,,,,,,,,
21/05/2019 16.00,21/05/2019 18.00,36775.509,36.775509,0.073551018,,,,,,,,,
21/05/2019 17.00,21/05/2019 19.00,53539.898,53.539898,0.107079796,,,,,,,,,
21/05/2019 18.00,21/05/2019 20.00,70941.532,70.941532,0.141883064,,,,,,,,,
21/05/2019 19.00,21/05/2019 21.00,87402.344,87.402344,0.174804688,,,,,,,,,
21/05/2019 20.00,21/05/2019 22.00,89638.165,89.638165,0.17927633,,,,,,,,,
21/05/2019 21.00,21/05/2019 23.00,83715.29,83.71529,0.16743058,,,,,,,,,
21/05/2019 22.00,22/05/2019 00.00,76379.267,76.379267,0.152758534,,,,,,,,,
21/05/2019 23.00,22/05/2019 01.00,69216.43,69.21643,0.13843286,,,,,,,,,
22/05/2019 00.00,22/05/2019 02.00,66812.279,66.812279,0.133624558,,,,,,,,,
22/05/2019 01.00,22/05/2019 03.00,62686.135,62.686135,0.12537227,,,,,,,,,
22/05/2019 02.00,22/05/2019 04.00,54448.211,54.448211,0.108896422,,,,,,,,,
22/05/2019 03.00,22/05/2019 05.00,41175.551,41.175551,0.082351102,,,,,,,,,
22/05/2019 04.00,22/05/2019 06.00,19085.918,19.085918,0.038171836,,,,,,,,,
22/05/2019 05.00,22/05/2019 07.00,6114.352,6.114352,0.012228704,,,,,,,,,
22/05/2019 06.00,22/05/2019 08.00,7615.05,7.61505,0.0152301,,,,,,,,,
22/05/2019 07.00,22/05/2019 09.00,20880.509,20.880509,0.041761018,,,,,,,,,
22/05/2019 08.00,22/05/2019 10.00,47095.564,47.095564,0.094191128,,,,,,,,,
22/05/2019 09.00,22/05/2019 11.00,81832.654,81.832654,0.163665308,,,,,,,,,
22/05/2019 10.00,22/05/2019 12.00,126581.124,126.581124,0.253162248,,,,,,,,,
22/05/2019 11.00,22/05/2019 13.00,190804.274,190.804274,0.381608548,,,,,,,,,
22/05/2019 12.00,22/05/2019 14.00,267431.87,267.43187,0.53486374,,,,,,,,,
22/05/2019 13.00,22/05/2019 15.00,334091.635,334.091635,0.66818327,,,,,,,,,
22/05/2019 14.00,22/05/2019 16.00,375380.741,375.380741,0.750761482,,,,,,,,,
22/05/2019 15.00,22/05/2019 17.00,398234.973,398.234973,0.796469946,,,,,,,,,
22/05/2019 16.00,22/05/2019 18.00,407186.526,407.186526,0.814373052,,,,,,,,,
22/05/2019 17.00,22/05/2019 19.00,404981.792,404.981792,0.809963584,,,,,,,,,
22/05/2019 18.00,22/05/2019 20.00,391880.189,391.880189,0.783760378,,,,,,,,,
22/05/2019 19.00,22/05/2019 21.00,389203.686,389.203686,0.778407372,,,,,,,,,
22/05/2019 20.00,22/05/2019 22.00,388531.083,388.531083,0.777062166,,,,,,,,,
22/05/2019 21.00,22/05/2019 23.00,370867.932,370.867932,0.741735864,,,,,,,,,
22/05/2019 22.00,23/05/2019 00.00,347379.93,347.37993,0.69475986,,,,,,,,,
22/05/2019 23.00,23/05/2019 01.00,331712.366,331.712366,0.663424732,,,,,,,,,
23/05/2019 00.00,23/05/2019 02.00,328362.605,328.362605,0.65672521,,,,,,,,,
23/05/2019 01.00,23/05/2019 03.00,317741.976,317.741976,0.635483952,,,,,,,,,
23/05/2019 02.00,23/05/2019 04.00,300612.694,300.612694,0.601225388,,,,,,,,,
23/05/2019 03.00,23/05/2019 05.00,267431.442,267.431442,0.534862884,,,,,,,,,
23/05/2019 04.00,23/05/2019 06.00,215760.431,215.760431,0.431520862,,,,,,,,,
23/05/2019 05.00,23/05/2019 07.00,199527.317,199.527317,0.399054634,,,,,,,,,
23/05/2019 06.00,23/05/2019 08.00,186129.751,186.129751,0.372259502,,,,,,,,,
23/05/2019 07.00,23/05/2019 09.00,182304.725,182.304725,0.36460945,,,,,,,,,
23/05/2019 08.00,23/05/2019 10.00,190073.917,190.073917,0.380147834,,,,,,,,,
23/05/2019 09.00,23/05/2019 11.00,200829.098,200.829098,0.401658196,,,,,,,,,
23/05/2019 10.00,23/05/2019 12.00,209780.209,209.780209,0.419560418,,,,,,,,,
23/05/2019 11.00,23/05/2019 13.00,216055.55,216.05555,0.4321111,,,,,,,,,
23/05/2019 12.00,23/05/2019 14.00,220750.581,220.750581,0.441501162,,,,,,,,,
23/05/2019 13.00,23/05/2019 15.00,230868.987,230.868987,0.461737974,,,,,,,,,
23/05/2019 14.00,23/05/2019 16.00,238828.321,238.828321,0.477656642,,,,,,,,,
23/05/2019 15.00,23/05/2019 17.00,243388.154,243.388154,0.486776308,,,,,,,,,
23/05/2019 16.00,23/05/2019 18.00,221054.067,221.054067,0.442108134,,,,,,,,,
23/05/2019 17.00,23/05/2019 19.00,214678.023,214.678023,0.429356046,,,,,,,,,
23/05/2019 18.00,23/05/2019 20.00,237972.96,237.97296,0.47594592,,,,,,,,,
23/05/2019 19.00,23/05/2019 21.00,268849.016,268.849016,0.537698032,,,,,,,,,
23/05/2019 20.00,23/05/2019 22.00,287671.895,287.671895,0.57534379,,,,,,,,,
23/05/2019 21.00,23/05/2019 23.00,298721.544,298.721544,0.597443088,,,,,,,,,
23/05/2019 22.00,24/05/2019 00.00,321354.365,321.354365,0.64270873,,,,,,,,,
23/05/2019 23.00,24/05/2019 01.00,347383.781,347.383781,0.694767562,,,,,,,,,
24/05/2019 00.00,24/05/2019 02.00,358463.513,358.463513,0.716927026,,,,,,,,,
24/05/2019 01.00,24/05/2019 03.00,361406.924,361.406924,0.722813848,,,,,,,,,
24/05/2019 02.00,24/05/2019 04.00,342876.427,342.876427,0.685752854,,,,,,,,,
24/05/2019 03.00,24/05/2019 05.00,299317.52,299.31752,0.59863504,,,,,,,,,
24/05/2019 04.00,24/05/2019 06.00,239354.031,239.354031,0.478708062,,,,,,,,,
24/05/2019 05.00,24/05/2019 07.00,224430.044,224.430044,0.448860088,,,,,,,,,
24/05/2019 06.00,24/05/2019 08.00,255158.529,255.158529,0.510317058,,,,,,,,,
24/05/2019 07.00,24/05/2019 09.00,300615.993,300.615993,0.601231986,,,,,,,,,
24/05/2019 08.00,24/05/2019 10.00,347365.016,347.365016,0.694730032,,,,,,,,,
24/05/2019 09.00,24/05/2019 11.00,393214.936,393.214936,0.786429872,,,,,,,,,
24/05/2019 10.00,24/05/2019 12.00,432314.863,432.314863,0.864629726,,,,,,,,,
24/05/2019 11.00,24/05/2019 13.00,457849.868,457.849868,0.915699736,,,,,,,,,
24/05/2019 12.00,24/05/2019 14.00,465078.066,465.078066,0.930156132,,,,,,,,,
24/05/2019 13.00,24/05/2019 15.00,455690.41,455.69041,0.91138082,,,,,,,,,
24/05/2019 14.00,24/05/2019 16.00,450958.023,450.958023,0.901916046,,,,,,,,,
24/05/2019 15.00,24/05/2019 17.00,444429.494,444.429494,0.888858988,,,,,,,,,
24/05/2019 16.00,24/05/2019 18.00,422923.552,422.923552,0.845847104,,,,,,,,,
24/05/2019 17.00,24/05/2019 19.00,376472.688,376.472688,0.752945376,,,,,,,,,
24/05/2019 18.00,24/05/2019 20.00,336817.211,336.817211,0.673634422,,,,,,,,,
24/05/2019 19.00,24/05/2019 21.00,319399.414,319.399414,0.638798828,,,,,,,,,
24/05/2019 20.00,24/05/2019 22.00,302062.81,302.06281,0.60412562,,,,,,,,,
24/05/2019 21.00,24/05/2019 23.00,301075.681,301.075681,0.602151362,,,,,,,,,
24/05/2019 22.00,25/05/2019 00.00,299355.534,299.355534,0.598711068,,,,,,,,,
24/05/2019 23.00,25/05/2019 01.00,292335.313,292.335313,0.584670626,,,,,,,,,
25/05/2019 00.00,25/05/2019 02.00,293147.588,293.147588,0.586295176,,,,,,,,,
25/05/2019 01.00,25/05/2019 03.00,298399.959,298.399959,0.596799918,,,,,,,,,
25/05/2019 02.00,25/05/2019 04.00,300742.274,300.742274,0.601484548,,,,,,,,,
25/05/2019 03.00,25/05/2019 05.00,287397.278,287.397278,0.574794556,,,,,,,,,
25/05/2019 04.00,25/05/2019 06.00,283126.753,283.126753,0.566253506,,,,,,,,,
25/05/2019 05.00,25/05/2019 07.00,274036.375,274.036375,0.54807275,,,,,,,,,
25/05/2019 06.00,25/05/2019 08.00,250562.114,250.562114,0.501124228,,,,,,,,,
25/05/2019 07.00,25/05/2019 09.00,239350.528,239.350528,0.478701056,,,,,,,,,
25/05/2019 08.00,25/05/2019 10.00,242108.692,242.108692,0.484217384,,,,,,,,,
25/05/2019 09.00,25/05/2019 11.00,248456.239,248.456239,0.496912478,,,,,,,,,
25/05/2019 10.00,25/05/2019 12.00,254090.172,254.090172,0.508180344,,,,,,,,,
25/05/2019 11.00,25/05/2019 13.00,265926.251,265.926251,0.531852502,,,,,,,,,
25/05/2019 12.00,25/05/2019 14.00,280960.339,280.960339,0.561920678,,,,,,,,,
25/05/2019 13.00,25/05/2019 15.00,302169.386,302.169386,0.604338772,,,,,,,,,
25/05/2019 14.00,25/05/2019 16.00,328458.115,328.458115,0.65691623,,,,,,,,,
25/05/2019 15.00,25/05/2019 17.00,353624.104,353.624104,0.707248208,,,,,,,,,
25/05/2019 16.00,25/05/2019 18.00,368917.327,368.917327,0.737834654,,,,,,,,,
25/05/2019 17.00,25/05/2019 19.00,372569.037,372.569037,0.745138074,,,,,,,,,
25/05/2019 18.00,25/05/2019 20.00,379777.816,379.777816,0.759555632,,,,,,,,,
25/05/2019 19.00,25/05/2019 21.00,381716.372,381.716372,0.763432744,,,,,,,,,
25/05/2019 20.00,25/05/2019 22.00,397002.723,397.002723,0.794005446,,,,,,,,,
25/05/2019 21.00,25/05/2019 23.00,378547.087,378.547087,0.757094174,,,,,,,,,
25/05/2019 22.00,26/05/2019 00.00,377395.302,377.395302,0.754790604,,,,,,,,,
25/05/2019 23.00,26/05/2019 01.00,391344.844,391.344844,0.782689688,,,,,,,,,
26/05/2019 00.00,26/05/2019 02.00,395298.24,395.29824,0.79059648,,,,,,,,,
26/05/2019 01.00,26/05/2019 03.00,396680.399,396.680399,0.793360798,,,,,,,,,
26/05/2019 02.00,26/05/2019 04.00,393004.993,393.004993,0.786009986,,,,,,,,,
26/05/2019 03.00,26/05/2019 05.00,386089.867,386.089867,0.772179734,,,,,,,,,
26/05/2019 04.00,26/05/2019 06.00,390345.57,390.34557,0.78069114,,,,,,,,,
26/05/2019 05.00,26/05/2019 07.00,421758.748,421.758748,0.843517496,,,,,,,,,
26/05/2019 06.00,26/05/2019 08.00,454954.292,454.954292,0.909908584,,,,,,,,,
26/05/2019 07.00,26/05/2019 09.00,470595.001,470.595001,0.941190002,,,,,,,,,
26/05/2019 08.00,26/05/2019 10.00,474090.563,474.090563,0.948181126,,,,,,,,,
26/05/2019 09.00,26/05/2019 11.00,469214.13,469.21413,0.93842826,,,,,,,,,
26/05/2019 10.00,26/05/2019 12.00,451182.677,451.182677,0.902365354,,,,,,,,,
26/05/2019 11.00,26/05/2019 13.00,419443.544,419.443544,0.838887088,,,,,,,,,
26/05/2019 12.00,26/05/2019 14.00,379359.725,379.359725,0.75871945,,,,,,,,,
26/05/2019 13.00,26/05/2019 15.00,338709.237,338.709237,0.677418474,,,,,,,,,
26/05/2019 14.00,26/05/2019 16.00,285552.296,285.552296,0.571104592,,,,,,,,,
26/05/2019 15.00,26/05/2019 17.00,206644.896,206.644896,0.413289792,,,,,,,,,
26/05/2019 16.00,26/05/2019 18.00,127411.878,127.411878,0.254823756,,,,,,,,,
26/05/2019 17.00,26/05/2019 19.00,86358.366,86.358366,0.172716732,,,,,,,,,
26/05/2019 18.00,26/05/2019 20.00,72013.236,72.013236,0.144026472,,,,,,,,,
26/05/2019 19.00,26/05/2019 21.00,74386.283,74.386283,0.148772566,,,,,,,,,
26/05/2019 20.00,26/05/2019 22.00,80977.699,80.977699,0.161955398,,,,,,,,,
26/05/2019 21.00,26/05/2019 23.00,102041.266,102.041266,0.204082532,,,,,,,,,
26/05/2019 22.00,27/05/2019 00.00,172016.225,172.016225,0.34403245,,,,,,,,,
26/05/2019 23.00,27/05/2019 01.00,216471.544,216.471544,0.432943088,,,,,,,,,
27/05/2019 00.00,27/05/2019 02.00,224844.953,224.844953,0.449689906,,,,,,,,,
27/05/2019 01.00,27/05/2019 03.00,268380.466,268.380466,0.536760932,,,,,,,,,
27/05/2019 02.00,27/05/2019 04.00,355147.886,355.147886,0.710295772,,,,,,,,,
27/05/2019 03.00,27/05/2019 05.00,388131.544,388.131544,0.776263088,,,,,,,,,
27/05/2019 04.00,27/05/2019 06.00,390637.954,390.637954,0.781275908,,,,,,,,,
27/05/2019 05.00,27/05/2019 07.00,387088.288,387.088288,0.774176576,,,,,,,,,
27/05/2019 06.00,27/05/2019 08.00,394092.981,394.092981,0.788185962,,,,,,,,,
27/05/2019 07.00,27/05/2019 09.00,401813.338,401.813338,0.803626676,,,,,,,,,
27/05/2019 08.00,27/05/2019 10.00,413873.198,413.873198,0.827746396,,,,,,,,,
27/05/2019 09.00,27/05/2019 11.00,429998.54,429.99854,0.85999708,,,,,,,,,
27/05/2019 10.00,27/05/2019 12.00,440717.615,440.717615,0.88143523,,,,,,,,,
27/05/2019 11.00,27/05/2019 13.00,444042.917,444.042917,0.888085834,,,,,,,,,
27/05/2019 12.00,27/05/2019 14.00,442622.522,442.622522,0.885245044,,,,,,,,,
27/05/2019 13.00,27/05/2019 15.00,440179.036,440.179036,0.880358072,,,,,,,,,
27/05/2019 14.00,27/05/2019 16.00,436176.231,436.176231,0.872352462,,,,,,,,,
27/05/2019 15.00,27/05/2019 17.00,422577.324,422.577324,0.845154648,,,,,,,,,
27/05/2019 16.00,27/05/2019 18.00,396172.945,396.172945,0.79234589,,,,,,,,,
27/05/2019 17.00,27/05/2019 19.00,370296.074,370.296074,0.740592148,,,,,,,,,
27/05/2019 18.00,27/05/2019 20.00,364958.393,364.958393,0.729916786,,,,,,,,,
27/05/2019 19.00,27/05/2019 21.00,364035.109,364.035109,0.728070218,,,,,,,,,
27/05/2019 20.00,27/05/2019 22.00,356691.254,356.691254,0.713382508,,,,,,,,,
27/05/2019 21.00,27/05/2019 23.00,337037.532,337.037532,0.674075064,,,,,,,,,
27/05/2019 22.00,28/05/2019 00.00,301911.96,301.91196,0.60382392,,,,,,,,,
27/05/2019 23.00,28/05/2019 01.00,295400.035,295.400035,0.59080007,,,,,,,,,
28/05/2019 00.00,28/05/2019 02.00,303900.559,303.900559,0.607801118,,,,,,,,,
28/05/2019 01.00,28/05/2019 03.00,302771.868,302.771868,0.605543736,,,,,,,,,
28/05/2019 02.00,28/05/2019 04.00,288459.982,288.459982,0.576919964,,,,,,,,,
28/05/2019 03.00,28/05/2019 05.00,256764.801,256.764801,0.513529602,,,,,,,,,
28/05/2019 04.00,28/05/2019 06.00,217822.373,217.822373,0.435644746,,,,,,,,,
28/05/2019 05.00,28/05/2019 07.00,198883.068,198.883068,0.397766136,,,,,,,,,
28/05/2019 06.00,28/05/2019 08.00,180814.828,180.814828,0.361629656,,,,,,,,,
28/05/2019 07.00,28/05/2019 09.00,172064.906,172.064906,0.344129812,,,,,,,,,
28/05/2019 08.00,28/05/2019 10.00,173816.227,173.816227,0.347632454,,,,,,,,,
28/05/2019 09.00,28/05/2019 11.00,180802.779,180.802779,0.361605558,,,,,,,,,
28/05/2019 10.00,28/05/2019 12.00,192808.881,192.808881,0.385617762,,,,,,,,,
28/05/2019 11.00,28/05/2019 13.00,209966.456,209.966456,0.419932912,,,,,,,,,
28/05/2019 12.00,28/05/2019 14.00,229705.393,229.705393,0.459410786,,,,,,,,,
28/05/2019 13.00,28/05/2019 15.00,247008.636,247.008636,0.494017272,,,,,,,,,
28/05/2019 14.00,28/05/2019 16.00,261308.831,261.308831,0.522617662,,,,,,,,,
28/05/2019 15.00,28/05/2019 17.00,266073.724,266.073724,0.532147448,,,,,,,,,
28/05/2019 16.00,28/05/2019 18.00,267231.602,267.231602,0.534463204,,,,,,,,,
28/05/2019 17.00,28/05/2019 19.00,265220.039,265.220039,0.530440078,,,,,,,,,
28/05/2019 18.00,28/05/2019 20.00,284736.161,284.736161,0.569472322,,,,,,,,,
28/05/2019 19.00,28/05/2019 21.00,328950.322,328.950322,0.657900644,,,,,,,,,
28/05/2019 20.00,28/05/2019 22.00,356469.717,356.469717,0.712939434,,,,,,,,,
28/05/2019 21.00,28/05/2019 23.00,366451.217,366.451217,0.732902434,,,,,,,,,
28/05/2019 22.00,29/05/2019 00.00,373963.805,373.963805,0.74792761,,,,,,,,,
28/05/2019 23.00,29/05/2019 01.00,385116.818,385.116818,0.770233636,,,,,,,,,
29/05/2019 00.00,29/05/2019 02.00,382663.275,382.663275,0.76532655,,,,,,,,,
29/05/2019 01.00,29/05/2019 03.00,384084.199,384.084199,0.768168398,,,,,,,,,
29/05/2019 02.00,29/05/2019 04.00,388973.234,388.973234,0.777946468,,,,,,,,,
29/05/2019 03.00,29/05/2019 05.00,377145.373,377.145373,0.754290746,,,,,,,,,
29/05/2019 04.00,29/05/2019 06.00,365956.613,365.956613,0.731913226,,,,,,,,,
29/05/2019 05.00,29/05/2019 07.00,370159.261,370.159261,0.740318522,,,,,,,,,
29/05/2019 06.00,29/05/2019 08.00,352864.844,352.864844,0.705729688,,,,,,,,,
29/05/2019 07.00,29/05/2019 09.00,330748.159,330.748159,0.661496318,,,,,,,,,
29/05/2019 08.00,29/05/2019 10.00,307668.34,307.66834,0.61533668,,,,,,,,,
29/05/2019 09.00,29/05/2019 11.00,279686.695,279.686695,0.55937339,,,,,,,,,
29/05/2019 10.00,29/05/2019 12.00,254943.167,254.943167,0.509886334,,,,,,,,,
29/05/2019 11.00,29/05/2019 13.00,231773.134,231.773134,0.463546268,,,,,,,,,
29/05/2019 12.00,29/05/2019 14.00,205640.723,205.640723,0.411281446,,,,,,,,,
29/05/2019 13.00,29/05/2019 15.00,179657.382,179.657382,0.359314764,,,,,,,,,
29/05/2019 14.00,29/05/2019 16.00,150491.088,150.491088,0.300982176,,,,,,,,,
29/05/2019 15.00,29/05/2019 17.00,120369.85,120.36985,0.2407397,,,,,,,,,
29/05/2019 16.00,29/05/2019 18.00,93908.957,93.908957,0.187817914,,,,,,,,,
29/05/2019 17.00,29/05/2019 19.00,71542.585,71.542585,0.14308517,,,,,,,,,
29/05/2019 18.00,29/05/2019 20.00,55747.813,55.747813,0.111495626,,,,,,,,,
29/05/2019 19.00,29/05/2019 21.00,47491.308,47.491308,0.094982616,,,,,,,,,
29/05/2019 20.00,29/05/2019 22.00,70229.72,70.22972,0.14045944,,,,,,,,,
29/05/2019 21.00,29/05/2019 23.00,125628.54,125.62854,0.25125708,,,,,,,,,
29/05/2019 22.00,30/05/2019 00.00,194014.999,194.014999,0.388029998,,,,,,,,,
29/05/2019 23.00,30/05/2019 01.00,249065.639,249.065639,0.498131278,,,,,,,,,
30/05/2019 00.00,30/05/2019 02.00,286878.115,286.878115,0.57375623,,,,,,,,,
30/05/2019 01.00,30/05/2019 03.00,317943.586,317.943586,0.635887172,,,,,,,,,
30/05/2019 02.00,30/05/2019 04.00,347363.603,347.363603,0.694727206,,,,,,,,,
30/05/2019 03.00,30/05/2019 05.00,357988.536,357.988536,0.715977072,,,,,,,,,
30/05/2019 04.00,30/05/2019 06.00,345114.088,345.114088,0.690228176,,,,,,,,,
30/05/2019 05.00,30/05/2019 07.00,382683.515,382.683515,0.76536703,,,,,,,,,
30/05/2019 06.00,30/05/2019 08.00,424570.669,424.570669,0.849141338,,,,,,,,,
30/05/2019 07.00,30/05/2019 09.00,452814.161,452.814161,0.905628322,,,,,,,,,
30/05/2019 08.00,30/05/2019 10.00,467483.062,467.483062,0.934966124,,,,,,,,,
30/05/2019 09.00,30/05/2019 11.00,472953.348,472.953348,0.945906696,,,,,,,,,
30/05/2019 10.00,30/05/2019 12.00,469095.125,469.095125,0.93819025,,,,,,,,,
30/05/2019 11.00,30/05/2019 13.00,464959.735,464.959735,0.92991947,,,,,,,,,
30/05/2019 12.00,30/05/2019 14.00,464531.293,464.531293,0.929062586,,,,,,,,,
30/05/2019 13.00,30/05/2019 15.00,457849.051,457.849051,0.915698102,,,,,,,,,
30/05/2019 14.00,30/05/2019 16.00,444971.019,444.971019,0.889942038,,,,,,,,,
30/05/2019 15.00,30/05/2019 17.00,452798.475,452.798475,0.90559695,,,,,,,,,
30/05/2019 16.00,30/05/2019 18.00,456109.336,456.109336,0.912218672,,,,,,,,,
30/05/2019 17.00,30/05/2019 19.00,457892.688,457.892688,0.915785376,,,,,,,,,
30/05/2019 18.00,30/05/2019 20.00,453530,453.53,0.90706,,,,,,,,,
30/05/2019 19.00,30/05/2019 21.00,431183.398,431.183398,0.862366796,,,,,,,,,
30/05/2019 20.00,30/05/2019 22.00,420959.227,420.959227,0.841918454,,,,,,,,,
30/05/2019 21.00,30/05/2019 23.00,407276.483,407.276483,0.814552966,,,,,,,,,
30/05/2019 22.00,31/05/2019 00.00,376104.471,376.104471,0.752208942,,,,,,,,,
30/05/2019 23.00,31/05/2019 01.00,328896.732,328.896732,0.657793464,,,,,,,,,
31/05/2019 00.00,31/05/2019 02.00,306389.249,306.389249,0.612778498,,,,,,,,,
31/05/2019 01.00,31/05/2019 03.00,275922.923,275.922923,0.551845846,,,,,,,,,
